,class,filename,split
69,0.0,_T_90silos_256-0-0--6-14-1590-30822.png,train
70,0.0,_T_180silos_256-0-0--6-14-1590-30822.png,train
71,0.0,_T_270silos_256-0-0--6-14-1590-30822.png,train
72,0.0,_F_0silos_256-0-0--6-15-281-29963.png,train
73,0.0,_F_90silos_256-0-0--6-15-281-29963.png,train
74,0.0,_F_180silos_256-0-0--6-15-281-29963.png,train
75,0.0,_F_270silos_256-0-0--6-15-281-29963.png,train
76,0.0,_T_0silos_256-0-0--6-15-281-29963.png,train
77,0.0,_T_90silos_256-0-0--6-15-281-29963.png,train
78,0.0,_T_180silos_256-0-0--6-15-281-29963.png,train
79,0.0,_T_270silos_256-0-0--6-15-281-29963.png,train
80,0.0,_F_0silos_256-0-0--6-15--419-29982.png,train
81,0.0,_F_90silos_256-0-0--6-15--419-29982.png,train
82,0.0,_F_180silos_256-0-0--6-15--419-29982.png,train
83,0.0,_F_270silos_256-0-0--6-15--419-29982.png,train
84,0.0,_T_0silos_256-0-0--6-15--419-29982.png,train
85,0.0,_T_90silos_256-0-0--6-15--419-29982.png,train
86,0.0,_T_180silos_256-0-0--6-15--419-29982.png,train
87,0.0,_T_270silos_256-0-0--6-15--419-29982.png,train
88,0.0,_F_0silos_256-0-0--6-15--650-30182.png,train
89,0.0,_F_90silos_256-0-0--6-15--650-30182.png,train
90,0.0,_F_180silos_256-0-0--6-15--650-30182.png,train
91,0.0,_F_270silos_256-0-0--6-15--650-30182.png,train
92,0.0,_T_0silos_256-0-0--6-15--650-30182.png,train
93,0.0,_T_90silos_256-0-0--6-15--650-30182.png,train
94,0.0,_T_180silos_256-0-0--6-15--650-30182.png,train
95,0.0,_T_270silos_256-0-0--6-15--650-30182.png,train
96,0.0,_F_0silos_256-0-0--6-15--218-31234.png,train
97,0.0,_F_90silos_256-0-0--6-15--218-31234.png,train
98,0.0,_F_180silos_256-0-0--6-15--218-31234.png,train
99,0.0,_F_270silos_256-0-0--6-15--218-31234.png,train
100,0.0,_T_0silos_256-0-0--6-15--218-31234.png,train
101,0.0,_T_90silos_256-0-0--6-15--218-31234.png,train
102,0.0,_T_180silos_256-0-0--6-15--218-31234.png,train
103,0.0,_T_270silos_256-0-0--6-15--218-31234.png,train
104,0.0,_F_0silos_256-0-0--6-15-1009-30758.png,train
105,0.0,_F_90silos_256-0-0--6-15-1009-30758.png,train
106,0.0,_F_180silos_256-0-0--6-15-1009-30758.png,train
107,0.0,_F_270silos_256-0-0--6-15-1009-30758.png,train
108,0.0,_T_0silos_256-0-0--6-15-1009-30758.png,train
109,0.0,_T_90silos_256-0-0--6-15-1009-30758.png,train
110,0.0,_T_180silos_256-0-0--6-15-1009-30758.png,train
111,0.0,_T_270silos_256-0-0--6-15-1009-30758.png,train
112,0.0,_F_0silos_256-0-0--6-15-864-29200.png,train
113,0.0,_F_90silos_256-0-0--6-15-864-29200.png,train
114,0.0,_F_180silos_256-0-0--6-15-864-29200.png,train
115,0.0,_F_270silos_256-0-0--6-15-864-29200.png,train
116,0.0,_T_0silos_256-0-0--6-15-864-29200.png,train
117,0.0,_T_90silos_256-0-0--6-15-864-29200.png,train
118,0.0,_T_180silos_256-0-0--6-15-864-29200.png,train
119,0.0,_T_270silos_256-0-0--6-15-864-29200.png,train
120,0.0,_F_0silos_256-0-0--6-15--388-29994.png,train
121,0.0,_F_90silos_256-0-0--6-15--388-29994.png,train
122,0.0,_F_180silos_256-0-0--6-15--388-29994.png,train
123,0.0,_F_270silos_256-0-0--6-15--388-29994.png,train
124,0.0,_T_0silos_256-0-0--6-15--388-29994.png,train
125,0.0,_T_90silos_256-0-0--6-15--388-29994.png,train
126,0.0,_T_180silos_256-0-0--6-15--388-29994.png,train
127,0.0,_T_270silos_256-0-0--6-15--388-29994.png,train
128,0.0,_F_0silos_256-0-0--6-15-991-30265.png,train
129,0.0,_F_90silos_256-0-0--6-15-991-30265.png,train
130,0.0,_F_180silos_256-0-0--6-15-991-30265.png,train
131,0.0,_F_270silos_256-0-0--6-15-991-30265.png,train
132,0.0,_T_0silos_256-0-0--6-15-991-30265.png,train
133,0.0,_T_90silos_256-0-0--6-15-991-30265.png,train
134,0.0,_T_180silos_256-0-0--6-15-991-30265.png,train
135,0.0,_T_270silos_256-0-0--6-15-991-30265.png,train
136,0.0,_F_0silos_256-0-0--6-15--1320-30650.png,train
137,0.0,_F_90silos_256-0-0--6-15--1320-30650.png,train
138,0.0,_F_180silos_256-0-0--6-15--1320-30650.png,train
139,0.0,_F_270silos_256-0-0--6-15--1320-30650.png,train
140,0.0,_T_0silos_256-0-0--6-15--1320-30650.png,train
141,0.0,_T_90silos_256-0-0--6-15--1320-30650.png,train
142,0.0,_T_180silos_256-0-0--6-15--1320-30650.png,train
143,0.0,_T_270silos_256-0-0--6-15--1320-30650.png,train
144,0.0,_F_0silos_256-0-0--6-15--421-30003.png,train
145,0.0,_F_90silos_256-0-0--6-15--421-30003.png,train
146,0.0,_F_180silos_256-0-0--6-15--421-30003.png,train
147,0.0,_F_270silos_256-0-0--6-15--421-30003.png,train
148,0.0,_T_0silos_256-0-0--6-15--421-30003.png,train
149,0.0,_T_90silos_256-0-0--6-15--421-30003.png,train
150,0.0,_T_180silos_256-0-0--6-15--421-30003.png,train
151,0.0,_T_270silos_256-0-0--6-15--421-30003.png,train
152,0.0,_F_0silos_256-0-0--6-15-492-30666.png,train
153,0.0,_F_90silos_256-0-0--6-15-492-30666.png,train
154,0.0,_F_180silos_256-0-0--6-15-492-30666.png,train
155,0.0,_F_270silos_256-0-0--6-15-492-30666.png,train
156,0.0,_T_0silos_256-0-0--6-15-492-30666.png,train
157,0.0,_T_90silos_256-0-0--6-15-492-30666.png,train
158,0.0,_T_180silos_256-0-0--6-15-492-30666.png,train
159,0.0,_T_270silos_256-0-0--6-15-492-30666.png,train
160,0.0,_F_0silos_256-0-0--6-15--157-31091.png,train
161,0.0,_F_90silos_256-0-0--6-15--157-31091.png,train
162,0.0,_F_180silos_256-0-0--6-15--157-31091.png,train
163,0.0,_F_270silos_256-0-0--6-15--157-31091.png,train
164,0.0,_T_0silos_256-0-0--6-15--157-31091.png,train
165,0.0,_T_90silos_256-0-0--6-15--157-31091.png,train
166,0.0,_T_180silos_256-0-0--6-15--157-31091.png,train
167,0.0,_T_270silos_256-0-0--6-15--157-31091.png,train
168,0.0,_F_0silos_256-0-0--6-15--859-29851.png,train
169,0.0,_F_90silos_256-0-0--6-15--859-29851.png,train
170,0.0,_F_180silos_256-0-0--6-15--859-29851.png,train
171,0.0,_F_270silos_256-0-0--6-15--859-29851.png,train
172,0.0,_T_0silos_256-0-0--6-15--859-29851.png,train
173,0.0,_T_90silos_256-0-0--6-15--859-29851.png,train
174,0.0,_T_180silos_256-0-0--6-15--859-29851.png,train
175,0.0,_T_270silos_256-0-0--6-15--859-29851.png,train
176,0.0,_F_0silos_256-0-0--6-15-972-30454.png,train
177,0.0,_F_90silos_256-0-0--6-15-972-30454.png,train
178,0.0,_F_180silos_256-0-0--6-15-972-30454.png,train
179,0.0,_F_270silos_256-0-0--6-15-972-30454.png,train
180,0.0,_T_0silos_256-0-0--6-15-972-30454.png,train
181,0.0,_T_90silos_256-0-0--6-15-972-30454.png,train
182,0.0,_T_180silos_256-0-0--6-15-972-30454.png,train
183,0.0,_T_270silos_256-0-0--6-15-972-30454.png,train
184,0.0,_F_0silos_256-0-0--6-15-991-30623.png,train
185,0.0,_F_90silos_256-0-0--6-15-991-30623.png,train
186,0.0,_F_180silos_256-0-0--6-15-991-30623.png,train
187,0.0,_F_270silos_256-0-0--6-15-991-30623.png,train
188,0.0,_T_0silos_256-0-0--6-15-991-30623.png,train
189,0.0,_T_90silos_256-0-0--6-15-991-30623.png,train
190,0.0,_T_180silos_256-0-0--6-15-991-30623.png,train
191,0.0,_T_270silos_256-0-0--6-15-991-30623.png,train
192,0.0,_F_0silos_256-0-0--6-15--1305-30806.png,train
193,0.0,_F_90silos_256-0-0--6-15--1305-30806.png,train
194,0.0,_F_180silos_256-0-0--6-15--1305-30806.png,train
195,0.0,_F_270silos_256-0-0--6-15--1305-30806.png,train
196,0.0,_T_0silos_256-0-0--6-15--1305-30806.png,train
197,0.0,_T_90silos_256-0-0--6-15--1305-30806.png,train
198,0.0,_T_180silos_256-0-0--6-15--1305-30806.png,train
199,0.0,_T_270silos_256-0-0--6-15--1305-30806.png,train
200,0.0,_F_0silos_256-0-0--6-15--410-29941.png,train
201,0.0,_F_90silos_256-0-0--6-15--410-29941.png,train
202,0.0,_F_180silos_256-0-0--6-15--410-29941.png,train
203,0.0,_F_270silos_256-0-0--6-15--410-29941.png,train
204,0.0,_T_0silos_256-0-0--6-15--410-29941.png,train
205,0.0,_T_90silos_256-0-0--6-15--410-29941.png,train
206,0.0,_T_180silos_256-0-0--6-15--410-29941.png,train
207,0.0,_T_270silos_256-0-0--6-15--410-29941.png,train
208,0.0,_F_0silos_256-0-0--6-15--349-30011.png,train
209,0.0,_F_90silos_256-0-0--6-15--349-30011.png,train
210,0.0,_F_180silos_256-0-0--6-15--349-30011.png,train
211,0.0,_F_270silos_256-0-0--6-15--349-30011.png,train
212,0.0,_T_0silos_256-0-0--6-15--349-30011.png,train
213,0.0,_T_90silos_256-0-0--6-15--349-30011.png,train
214,0.0,_T_180silos_256-0-0--6-15--349-30011.png,train
215,0.0,_T_270silos_256-0-0--6-15--349-30011.png,train
216,0.0,_F_0silos_256-0-0--6-14-1509-30875.png,train
217,0.0,_F_90silos_256-0-0--6-14-1509-30875.png,train
218,0.0,_F_180silos_256-0-0--6-14-1509-30875.png,train
219,0.0,_F_270silos_256-0-0--6-14-1509-30875.png,train
220,0.0,_T_0silos_256-0-0--6-14-1509-30875.png,train
221,0.0,_T_90silos_256-0-0--6-14-1509-30875.png,train
222,0.0,_T_180silos_256-0-0--6-14-1509-30875.png,train
223,0.0,_T_270silos_256-0-0--6-14-1509-30875.png,train
224,0.0,_F_0silos_256-0-0--6-15--380-29961.png,train
225,0.0,_F_90silos_256-0-0--6-15--380-29961.png,train
226,0.0,_F_180silos_256-0-0--6-15--380-29961.png,train
227,0.0,_F_270silos_256-0-0--6-15--380-29961.png,train
228,0.0,_T_0silos_256-0-0--6-15--380-29961.png,train
229,0.0,_T_90silos_256-0-0--6-15--380-29961.png,train
230,0.0,_T_180silos_256-0-0--6-15--380-29961.png,train
231,0.0,_T_270silos_256-0-0--6-15--380-29961.png,train
232,0.0,_F_0silos_256-0-0--6-15--1085-29888.png,train
233,0.0,_F_90silos_256-0-0--6-15--1085-29888.png,train
234,0.0,_F_180silos_256-0-0--6-15--1085-29888.png,train
235,0.0,_F_270silos_256-0-0--6-15--1085-29888.png,train
236,0.0,_T_0silos_256-0-0--6-15--1085-29888.png,train
237,0.0,_T_90silos_256-0-0--6-15--1085-29888.png,train
238,0.0,_T_180silos_256-0-0--6-15--1085-29888.png,train
239,0.0,_T_270silos_256-0-0--6-15--1085-29888.png,train
240,0.0,_F_0silos_256-0-0--6-15--178-31256.png,train
241,0.0,_F_90silos_256-0-0--6-15--178-31256.png,train
242,0.0,_F_180silos_256-0-0--6-15--178-31256.png,train
243,0.0,_F_270silos_256-0-0--6-15--178-31256.png,train
244,0.0,_T_0silos_256-0-0--6-15--178-31256.png,train
245,0.0,_T_90silos_256-0-0--6-15--178-31256.png,train
246,0.0,_T_180silos_256-0-0--6-15--178-31256.png,train
247,0.0,_T_270silos_256-0-0--6-15--178-31256.png,train
248,0.0,_F_0silos_256-0-0--6-15--115-29538.png,train
249,0.0,_F_90silos_256-0-0--6-15--115-29538.png,train
250,0.0,_F_180silos_256-0-0--6-15--115-29538.png,train
251,0.0,_F_270silos_256-0-0--6-15--115-29538.png,train
252,0.0,_T_0silos_256-0-0--6-15--115-29538.png,train
253,0.0,_T_90silos_256-0-0--6-15--115-29538.png,train
254,0.0,_T_180silos_256-0-0--6-15--115-29538.png,train
255,0.0,_T_270silos_256-0-0--6-15--115-29538.png,train
256,0.0,_F_0silos_256-0-0--6-15--362-29998.png,train
257,0.0,_F_90silos_256-0-0--6-15--362-29998.png,train
258,0.0,_F_180silos_256-0-0--6-15--362-29998.png,train
259,0.0,_F_270silos_256-0-0--6-15--362-29998.png,train
260,0.0,_T_0silos_256-0-0--6-15--362-29998.png,train
261,0.0,_T_90silos_256-0-0--6-15--362-29998.png,train
262,0.0,_T_180silos_256-0-0--6-15--362-29998.png,train
263,0.0,_T_270silos_256-0-0--6-15--362-29998.png,train
264,0.0,_F_0silos_256-0-0--6-15--647-29428.png,train
265,0.0,_F_90silos_256-0-0--6-15--647-29428.png,train
266,0.0,_F_180silos_256-0-0--6-15--647-29428.png,train
267,0.0,_F_270silos_256-0-0--6-15--647-29428.png,train
268,0.0,_T_0silos_256-0-0--6-15--647-29428.png,train
269,0.0,_T_90silos_256-0-0--6-15--647-29428.png,train
270,0.0,_T_180silos_256-0-0--6-15--647-29428.png,train
271,0.0,_T_270silos_256-0-0--6-15--647-29428.png,train
272,0.0,_F_0silos_256-0-0--6-14-1364-31044.png,train
273,0.0,_F_90silos_256-0-0--6-14-1364-31044.png,train
274,0.0,_F_180silos_256-0-0--6-14-1364-31044.png,train
275,0.0,_F_270silos_256-0-0--6-14-1364-31044.png,train
276,0.0,_T_0silos_256-0-0--6-14-1364-31044.png,train
277,0.0,_T_90silos_256-0-0--6-14-1364-31044.png,train
278,0.0,_T_180silos_256-0-0--6-14-1364-31044.png,train
279,0.0,_T_270silos_256-0-0--6-14-1364-31044.png,train
280,0.0,_F_0silos_256-0-0--6-15-454-29537.png,train
281,0.0,_F_90silos_256-0-0--6-15-454-29537.png,train
282,0.0,_F_180silos_256-0-0--6-15-454-29537.png,train
283,0.0,_F_270silos_256-0-0--6-15-454-29537.png,train
284,0.0,_T_0silos_256-0-0--6-15-454-29537.png,train
285,0.0,_T_90silos_256-0-0--6-15-454-29537.png,train
286,0.0,_T_180silos_256-0-0--6-15-454-29537.png,train
287,0.0,_T_270silos_256-0-0--6-15-454-29537.png,train
288,0.0,_F_0silos_256-0-0--6-15--518-29962.png,train
289,0.0,_F_90silos_256-0-0--6-15--518-29962.png,train
290,0.0,_F_180silos_256-0-0--6-15--518-29962.png,train
291,0.0,_F_270silos_256-0-0--6-15--518-29962.png,train
292,0.0,_T_0silos_256-0-0--6-15--518-29962.png,train
293,0.0,_T_90silos_256-0-0--6-15--518-29962.png,train
294,0.0,_T_180silos_256-0-0--6-15--518-29962.png,train
295,0.0,_T_270silos_256-0-0--6-15--518-29962.png,train
296,0.0,_F_0silos_256-0-0--6-15-730-30817.png,train
297,0.0,_F_90silos_256-0-0--6-15-730-30817.png,train
298,0.0,_F_180silos_256-0-0--6-15-730-30817.png,train
299,0.0,_F_270silos_256-0-0--6-15-730-30817.png,train
300,0.0,_T_0silos_256-0-0--6-15-730-30817.png,train
301,0.0,_T_90silos_256-0-0--6-15-730-30817.png,train
302,0.0,_T_180silos_256-0-0--6-15-730-30817.png,train
303,0.0,_T_270silos_256-0-0--6-15-730-30817.png,train
304,0.0,_F_0silos_256-0-0--6-15--270-30163.png,train
305,0.0,_F_90silos_256-0-0--6-15--270-30163.png,train
306,0.0,_F_180silos_256-0-0--6-15--270-30163.png,train
307,0.0,_F_270silos_256-0-0--6-15--270-30163.png,train
308,0.0,_T_0silos_256-0-0--6-15--270-30163.png,train
309,0.0,_T_90silos_256-0-0--6-15--270-30163.png,train
310,0.0,_T_180silos_256-0-0--6-15--270-30163.png,train
311,0.0,_T_270silos_256-0-0--6-15--270-30163.png,train
312,0.0,_F_0silos_256-0-0--6-15--388-29638.png,train
313,0.0,_F_90silos_256-0-0--6-15--388-29638.png,train
314,0.0,_F_180silos_256-0-0--6-15--388-29638.png,train
315,0.0,_F_270silos_256-0-0--6-15--388-29638.png,train
316,0.0,_T_0silos_256-0-0--6-15--388-29638.png,train
317,0.0,_T_90silos_256-0-0--6-15--388-29638.png,train
318,0.0,_T_180silos_256-0-0--6-15--388-29638.png,train
319,0.0,_T_270silos_256-0-0--6-15--388-29638.png,train
320,0.0,_F_0silos_256-0-0--6-15--417-29978.png,train
321,0.0,_F_90silos_256-0-0--6-15--417-29978.png,train
322,0.0,_F_180silos_256-0-0--6-15--417-29978.png,train
323,0.0,_F_270silos_256-0-0--6-15--417-29978.png,train
324,0.0,_T_0silos_256-0-0--6-15--417-29978.png,train
325,0.0,_T_90silos_256-0-0--6-15--417-29978.png,train
326,0.0,_T_180silos_256-0-0--6-15--417-29978.png,train
327,0.0,_T_270silos_256-0-0--6-15--417-29978.png,train
328,0.0,_F_0silos_256-0-0--6-15--1284-31240.png,train
329,0.0,_F_90silos_256-0-0--6-15--1284-31240.png,train
330,0.0,_F_180silos_256-0-0--6-15--1284-31240.png,train
331,0.0,_F_270silos_256-0-0--6-15--1284-31240.png,train
332,0.0,_T_0silos_256-0-0--6-15--1284-31240.png,train
333,0.0,_T_90silos_256-0-0--6-15--1284-31240.png,train
334,0.0,_T_180silos_256-0-0--6-15--1284-31240.png,train
335,0.0,_T_270silos_256-0-0--6-15--1284-31240.png,train
336,0.0,_F_0silos_256-0-0--6-15-687-29904.png,train
337,0.0,_F_90silos_256-0-0--6-15-687-29904.png,train
338,0.0,_F_180silos_256-0-0--6-15-687-29904.png,train
339,0.0,_F_270silos_256-0-0--6-15-687-29904.png,train
340,0.0,_T_0silos_256-0-0--6-15-687-29904.png,train
341,0.0,_T_90silos_256-0-0--6-15-687-29904.png,train
342,0.0,_T_180silos_256-0-0--6-15-687-29904.png,train
343,0.0,_T_270silos_256-0-0--6-15-687-29904.png,train
344,0.0,_F_0silos_256-0-0--6-15--343-30011.png,train
345,0.0,_F_90silos_256-0-0--6-15--343-30011.png,train
346,0.0,_F_180silos_256-0-0--6-15--343-30011.png,train
347,0.0,_F_270silos_256-0-0--6-15--343-30011.png,train
348,0.0,_T_0silos_256-0-0--6-15--343-30011.png,train
349,0.0,_T_90silos_256-0-0--6-15--343-30011.png,train
350,0.0,_T_180silos_256-0-0--6-15--343-30011.png,train
351,0.0,_T_270silos_256-0-0--6-15--343-30011.png,train
352,0.0,_F_0silos_256-0-0--6-15--347-30691.png,train
353,0.0,_F_90silos_256-0-0--6-15--347-30691.png,train
354,0.0,_F_180silos_256-0-0--6-15--347-30691.png,train
355,0.0,_F_270silos_256-0-0--6-15--347-30691.png,train
356,0.0,_T_0silos_256-0-0--6-15--347-30691.png,train
357,0.0,_T_90silos_256-0-0--6-15--347-30691.png,train
358,0.0,_T_180silos_256-0-0--6-15--347-30691.png,train
359,0.0,_T_270silos_256-0-0--6-15--347-30691.png,train
360,0.0,_F_0silos_256-0-0--6-15--1426-30440.png,train
361,0.0,_F_90silos_256-0-0--6-15--1426-30440.png,train
362,0.0,_F_180silos_256-0-0--6-15--1426-30440.png,train
363,0.0,_F_270silos_256-0-0--6-15--1426-30440.png,train
364,0.0,_T_0silos_256-0-0--6-15--1426-30440.png,train
365,0.0,_T_90silos_256-0-0--6-15--1426-30440.png,train
366,0.0,_T_180silos_256-0-0--6-15--1426-30440.png,train
367,0.0,_T_270silos_256-0-0--6-15--1426-30440.png,train
368,0.0,_F_0silos_256-0-0--6-15--404-30015.png,train
369,0.0,_F_90silos_256-0-0--6-15--404-30015.png,train
370,0.0,_F_180silos_256-0-0--6-15--404-30015.png,train
371,0.0,_F_270silos_256-0-0--6-15--404-30015.png,train
372,0.0,_T_0silos_256-0-0--6-15--404-30015.png,train
373,0.0,_T_90silos_256-0-0--6-15--404-30015.png,train
374,0.0,_T_180silos_256-0-0--6-15--404-30015.png,train
375,0.0,_T_270silos_256-0-0--6-15--404-30015.png,train
376,0.0,_F_0silos_256-0-0--6-15--415-29994.png,train
377,0.0,_F_90silos_256-0-0--6-15--415-29994.png,train
378,0.0,_F_180silos_256-0-0--6-15--415-29994.png,train
379,0.0,_F_270silos_256-0-0--6-15--415-29994.png,train
380,0.0,_T_0silos_256-0-0--6-15--415-29994.png,train
381,0.0,_T_90silos_256-0-0--6-15--415-29994.png,train
382,0.0,_T_180silos_256-0-0--6-15--415-29994.png,train
383,0.0,_T_270silos_256-0-0--6-15--415-29994.png,train
384,0.0,_F_0silos_256-0-0--6-15-772-29539.png,train
385,0.0,_F_90silos_256-0-0--6-15-772-29539.png,train
386,0.0,_F_180silos_256-0-0--6-15-772-29539.png,train
387,0.0,_F_270silos_256-0-0--6-15-772-29539.png,train
388,0.0,_T_0silos_256-0-0--6-15-772-29539.png,train
389,0.0,_T_90silos_256-0-0--6-15-772-29539.png,train
390,0.0,_T_180silos_256-0-0--6-15-772-29539.png,train
391,0.0,_T_270silos_256-0-0--6-15-772-29539.png,train
392,0.0,_F_0silos_256-0-0--6-15-732-29685.png,train
393,0.0,_F_90silos_256-0-0--6-15-732-29685.png,train
394,0.0,_F_180silos_256-0-0--6-15-732-29685.png,train
395,0.0,_F_270silos_256-0-0--6-15-732-29685.png,train
396,0.0,_T_0silos_256-0-0--6-15-732-29685.png,train
397,0.0,_T_90silos_256-0-0--6-15-732-29685.png,train
398,0.0,_T_180silos_256-0-0--6-15-732-29685.png,train
399,0.0,_T_270silos_256-0-0--6-15-732-29685.png,train
400,0.0,_F_0silos_256-0-0--6-15--373-29954.png,train
401,0.0,_F_90silos_256-0-0--6-15--373-29954.png,train
402,0.0,_F_180silos_256-0-0--6-15--373-29954.png,train
403,0.0,_F_270silos_256-0-0--6-15--373-29954.png,train
404,0.0,_T_0silos_256-0-0--6-15--373-29954.png,train
405,0.0,_T_90silos_256-0-0--6-15--373-29954.png,train
406,0.0,_T_180silos_256-0-0--6-15--373-29954.png,train
407,0.0,_T_270silos_256-0-0--6-15--373-29954.png,train
408,0.0,_F_0silos_256-0-0--6-15--723-29850.png,train
409,0.0,_F_90silos_256-0-0--6-15--723-29850.png,train
410,0.0,_F_180silos_256-0-0--6-15--723-29850.png,train
411,0.0,_F_270silos_256-0-0--6-15--723-29850.png,train
412,0.0,_T_0silos_256-0-0--6-15--723-29850.png,train
413,0.0,_T_90silos_256-0-0--6-15--723-29850.png,train
414,0.0,_T_180silos_256-0-0--6-15--723-29850.png,train
415,0.0,_T_270silos_256-0-0--6-15--723-29850.png,train
416,0.0,_F_0silos_256-0-0--6-15--908-29885.png,train
417,0.0,_F_90silos_256-0-0--6-15--908-29885.png,train
418,0.0,_F_180silos_256-0-0--6-15--908-29885.png,train
419,0.0,_F_270silos_256-0-0--6-15--908-29885.png,train
420,0.0,_T_0silos_256-0-0--6-15--908-29885.png,train
421,0.0,_T_90silos_256-0-0--6-15--908-29885.png,train
422,0.0,_T_180silos_256-0-0--6-15--908-29885.png,train
423,0.0,_T_270silos_256-0-0--6-15--908-29885.png,train
424,0.0,_F_0silos_256-0-0--6-15--417-29970.png,train
425,0.0,_F_90silos_256-0-0--6-15--417-29970.png,train
426,0.0,_F_180silos_256-0-0--6-15--417-29970.png,train
427,0.0,_F_270silos_256-0-0--6-15--417-29970.png,train
428,0.0,_T_0silos_256-0-0--6-15--417-29970.png,train
429,0.0,_T_90silos_256-0-0--6-15--417-29970.png,train
430,0.0,_T_180silos_256-0-0--6-15--417-29970.png,train
431,0.0,_T_270silos_256-0-0--6-15--417-29970.png,train
432,0.0,_F_0silos_256-0-0--6-15-696-31143.png,train
433,0.0,_F_90silos_256-0-0--6-15-696-31143.png,train
